filename,content,python
syntax_by_example.md,"x := 0
while true
    print ""tick... ""
    sleep 1
    if x > 2
        print ""💥""
        break // breaks out of the innermost loop
    end
    x = x + 1
end
",
syntax_by_example.md,"func add:num a:num b:num
    return a + b
end
",
syntax_by_example.md,"func foxprint s:string
    print ""🦊 ""+s
end
",
syntax_by_example.md,"func list args:any...
    for arg := range args[:-1]
        printf ""%v, "" arg
    end
    printf ""%v"" args[-1]
end
",
syntax_by_example.md,"n := add 1 2
print n // 3
foxprint ""🐾"" // 🦊 🐾
list 2 true ""blue"" // [2 true blue]

// previous function definitions
func add:num a:num b:num
    return a + b
end

func foxprint s:string
    print ""🦊 ""+s
end

func list args:any...
    print args
end
",
syntax_by_example.md,"a1:[]num
a2:[][]string
a1 = [1 2 3 4] // type: num[]
a2 = [[""1"" ""2""] [""a"" ""b""]] // type: string[][]
print a1 a2
",
syntax_by_example.md,"a1 := [true false] // type: bool[]
a2 := [""s1"" // line break allowed
    ""s2""] // type: string[]
print a1 a2
",
syntax_by_example.md,"a1:[]any
a2 := [""chars"" 123] // type: any[]
print a1 a2
",
syntax_by_example.md,"a1 := [1 2 3 4]
a2 := [[""1"" ""2""] [""a"" ""b""]]
print a1[1] // 2
print a2[1][0] // ""a""
print a1[-1] // 4
",
syntax_by_example.md,"a := [1 2 3 4]
a = a + [100] // [1 2 3 4 100]; optional extra whitespace
a = [0] + a + [101 102] // [0 1 2 3 4 100 101 102]
",
syntax_by_example.md,"a := [0] * 5 // [0 0 0 0 0]
a = [1 2] * 2 + a + [3] * 3 // [1 2 1 2 0 0 0 0 0 3 3 3]
n := 3
b := [""hello""] * n
print b // [""hello"" ""hello"" ""hello""]
",
syntax_by_example.md,"a := [1 2 3]
b := a[:2] // [1 2]
b = a[1:2] // [2]
b = a[-2:] // [2 3]
",
syntax_by_example.md,"m1 := {letters:""abc"" name:""Jill""} // type: {}string
m2 := {
    letters:""abc"" // line break allowed
    name:""Jill""
}
print m1 m2
",
syntax_by_example.md,"m := {letters:""abc"" name:""Jill""}
s := ""letters""
print m.letters // abc
print m[s] // abc
print m[""letters""] // abc
",
syntax_by_example.md,"x:any
m1:{}any
m2 := {letter:""a"" number:1} // {}any
print x m1 m2 // false {} {letter:a number:1}

a1:[]any
a2 := [""b"" 2] // []any
print a1 a2 // [] [b 2]
",
syntax_by_example.md,"print (typeof ""abc"") // ""string""
print (typeof true) // ""bool""
print (typeof [1 2]) // ""[]num""
print (typeof [[1 2] [3 4]]) // ""[][]num""
",
syntax_by_example.md,"x:any
print x (typeof x) // flase bool
x = [1 2 3 4]
s := x.([]num) // type assertion
print s (typeof s) // [1 2 3 4] []num
",
syntax_by_example.md,"v:any
v = ""🐐""
if (typeof v) == ""string""
    s := v.(string) // type assertion
    print s+s // 🐐🐐
end
",
syntax_by_example.md,"on key k:string
    print ""key:"" k
end
",
spec.md,"arr1 := [1 2 3] // []num
arr2 := [1] + [] // []num
print 1 (typeof arr1) (typeof arr2)

arr3 := [1 ""a""] // []any
arr4 := [[1] [""a""]] // [][]any
arr5 := [] // []any
print 2 (typeof arr3) (typeof arr4) (typeof arr5)

map1 := {} // {}any
map2 := {age:10} // {}num
print 3 (typeof map1) (typeof map2)
",
spec.md,"arr:[]num
print 1 arr (typeof arr)
arr = []
print 2 arr (typeof arr)
print 3 (typeof [])
",
spec.md,"s := ""a""
print 1 s
s = ""b""
print 2 s
// s = 100 // parse error, wrong type
",
spec.md,"x := ""outer""
print 1 x
for range 1
    x := true
    print 2 x
end
print 3 x
",
spec.md,"str := ""hello""
str = str + "", "" + str // hello, hello
str = ""H"" + str[1:] // Hello, hello
str = ""She said, \"""" + str + ""!\""""
print str
",
spec.md,"arr1 := [1 2 3]
arr2:[]num
print arr1 arr2
",
spec.md,"arr := [""abc"" 123] // []any
print ""Type of arr:"" (typeof arr)
",
spec.md,"m := {letters:""abc"" for:""u""}
print 1 m.letters m.for
print 2 m[""letters""] m[""for""]

key := ""German letters""
m[key] = ""äöü""
print 3 m[key]
print 4 m[""German letters""]
",
spec.md,"m := {letters:""abc""}
print 1 (has m ""letters"")
print 2 (has m ""digits"")
",
spec.md,"m := {letters:""abc""}
del m ""letters""
print m
",
spec.md,"arr := [""a"" ""b"" ""c""]
print 1 arr[0]
print 2 arr[-1]
",
spec.md,"s := ""abcd""
print 1 s[1:3]
print 2 s[:2]
print 3 s[2:]
print 4 s[:]
print 5 s[:-1]
",
spec.md,"a := 10
b := 3
print 1 a-b
print 2 (a - b)
print 3 a -b
// print a - b // parse error
",
spec.md,"person := {
    name:""Jane Goddall""
    born:1934
}
print person
",
spec.md,"x := 5 + 3
x = 7 - 2

arr := [1 2 3]
arr[3 - 2] = 10

func fn:num
    return 7 + 1
end

print x arr (fn)
",
spec.md,"print -5
len ""a""+""b""

arr := [1+1]
arr[0] = 3 + 2
print 2+arr[0]

map := {address:""10 Downing ""+""Street""}
map.address = ""221B Baker Street""

print (len map)
",
spec.md,"func validate:bool s:string maxl:num
    return (len s) <= maxl
end
",
spec.md,"func reverse arr:[]string
    if arr == []
        return
    end
    // ...
end
",
spec.md,"print ""length of abc:"" (len ""abc"")
",
spec.md,"on down _:num y:num
    print ""y:"" (round y)
end
",
spec.md,"func quote args:any...
    words:[]string
    for arg := range args
        word := sprintf ""«%v»"" arg
        words = words + [word]
    end
    print (join words "" "")
end

quote ""Life, universe and everything?"" 42
",
spec.md,"for x := range 2
    y := 0
    while y < 10
        if y == 2
            print ""break"" y
            break
        end
        print ""no break"" y
        y = y + 1
    end
    print ""x"" x ""y"" y
    print
end
",
spec.md,"func foo:string
    if (rand1) < 0.7
        return ""bar""
    else
        return ""baz""
    end
end
",
spec.md,"print (typeof ""abc"")
print (typeof true)
print

arr := [""abc"" 1]
print (typeof arr)
print (typeof arr[0])
print (typeof arr[1])
",
spec.md,"func fn nums:[]num
    print nums
end

fn []
",
spec.md,"x := [1 2 3]
print ""x"" (typeof x)
y:[]any
y = [1 2 3]
print ""y"" (typeof y)
// y = x // parse error
// x = y // parse error
",
spec.md,"x:any
x = [1 2 3 4]
num_array := x.([]num)
print ""typeof x:"" (typeof x)
print ""typeof num_array"" (typeof num_array)
print

x = ""abc""
str := x.(string)
print ""typeof x:"" (typeof x)
print ""typeof str:"" (typeof str)
",
spec.md,"x:[]any
x = [1 2 3 true]
x = [1 2 3]
print ""x:"" x ""typeof x:"" (typeof x)
// print x.([]num) // parse error
// print x[0].(string) // run-time panic
",
spec.md,"arr:[]{}any
arr = [{a:1} {b:[1 2 {}]} {}]
print (typeof arr)
print (typeof arr[0])
print (typeof arr[0].a)
",
builtins.md,"print ""Hello""
print 2 true ""blue""
print ""array:"" [1 2 3]
print ""map:"" {name:""Scholl"" age:21}
",
builtins.md,"print ""Here's a tab: 👉\t👈\nShe said: \""Thank you!\""""
",
builtins.md,"name := read
print ""Hello, ""+name+""!""
",
builtins.md,"print ""Hello""
sleep 1
cls
print ""Bye""
",
builtins.md,"printf ""The tank is 100%% full.\n\n""

weather := ""rainy""
printf ""It is %v today.\n"" weather
rainfall := 10
printf ""There will be %vmm of rainfall.\n"" rainfall
unicorns := false
printf ""There will be unicorns eating lollipops: %v.\n\n"" unicorns

quote := ""Wow!""
printf ""They said: %q\n"" quote
printf ""Array: %v\n"" [1 2 3]
printf ""Map: %v\n"" {a:1 b:2}
",
builtins.md,"printf ""right:  |%7.2f|\n"" 1
printf ""left:   |%-7.2v|\n"" ""abcd""
printf ""zeropad:|%07.2f|\n"" 1.2345
",
builtins.md,"l := len ""abcd""
print ""len \""abcd\"":"" l

l = len [1 2]
print ""len [1 2]:"" l

l = len {a:3 b:4 c:5}
print ""len {a:3 b:4 c:5}:"" l
",
builtins.md,"a:any
a = ""abcd""
t := typeof a
print ""typeof \""abcd\"":"" t

t = typeof {kind:true strong:true}
print ""typeof {kind:true strong:true}:"" t

t = typeof [[1 2] [3 4]]
print ""typeof [[1 2] [3 4]]:"" t

t = typeof [1 2 true]
print ""typeof [1 2 true]:"" t

print ""typeof []:"" (typeof [])
",
builtins.md,"map := {a:1}
printf ""has %v %q: %t\n"" map ""a"" (has map ""a"")
printf ""has %v %q: %t\n"" map ""X"" (has map ""X"")
",
builtins.md,"map := {a:1 b:2}
del map ""b""
print map
",
builtins.md,"print ""2""
sleep 1
print ""1""
",
builtins.md,"n:num
n = str2num ""1""
print ""n:"" n ""err:"" err
n = str2num ""NOT-A-NUMBER""
print ""n:"" n ""err:"" err
",
builtins.md,"b:bool
b = str2bool ""true""
print ""b:"" b ""err:"" err
b = str2bool ""NOT-A-BOOL""
print ""b:"" b ""err:"" err
",
builtins.md,"n:num
if (rand1) < 0.5
    n = str2num ""not-a-number""
else
    n = str2num ""5""
end
print ""n:"" n ""error:"" err
",
builtins.md,"arr := [0 1 2]
i := 5 // e.g. user input
print arr[i] // out of bounds
print ""This line will not be executed""
",
builtins.md,"n := str2num ""NOT A NUM""
print ""num:"" n
print ""err:"" err
print ""errmsg:"" errmsg
",
builtins.md,"s := sprint ""a"" [true] {a:1 b:2}
printf ""%q\n"" s
printf ""%q\n"" (sprint)
",
builtins.md,"s := sprintf ""%10q: %.f"" ""val"" 123.45
print s
",
builtins.md,"s := join [""a"" ""b"" ""c"" 1 3.141592654 true] "", ""
print s
",
builtins.md,"print (split ""a,b,c"" "","")
print (split ""a,b,c"" ""."")
print (split ""a,b,c"" """")
",
builtins.md,"s := upper ""abc D e ü""
print s
",
builtins.md,"s := lower ""abc D e ü""
print s
",
builtins.md,"n := index ""abcde"" ""de""
print n
",
builtins.md,"b := startswith ""abcde"" ""ab""
print b
",
builtins.md,"b := endswith ""abcde"" ""ab""
print b
",
builtins.md,"s := trim "".,..abc.de."" "".,""
print s
",
builtins.md,"s := replace ""abc123xyzabc abc"" ""abc"" ""ABC""
print s
",
builtins.md,"print (rand 3)
print (rand 3)
",
builtins.md,"print (rand1)
print (rand1)
",
builtins.md,"print (min 3 1)
",
builtins.md,"print (min 3 1)
",
builtins.md,"print (floor 2.7)
print (floor 3)
",
builtins.md,"print (ceil 2.1)
print (ceil 4)
",
builtins.md,"print (round 2.4)
print (round 2.5)
",
builtins.md,"print (pow 2 3)
",
builtins.md,"printf ""%.2f\n"" (log 1)
printf ""%.2f\n"" (log 2.7183) // e
",
builtins.md,"print (sqrt 9)
",
builtins.md,"pi := 3.14159265
print (sin 0.5*pi)
",
builtins.md,"pi := 3.14159265
print (cos pi)
",
builtins.md,"pi := 3.14159265
rad := atan2 1 1
degrees := rad * 180 / pi
printf ""rad: %.2f degrees: %.2f"" rad degrees
",
builtins.md,"grid
move 30 60
circle 1
",
builtins.md,"move 30 20
line 70 20
line 50 50
line 30 20
",
builtins.md,"grid
move 40 20
rect 10 30
rect 40 20
",
builtins.md,"grid
move 50 50
circle 10
",
builtins.md,"color ""darkmagenta""
rect 20 20
",
builtins.md,"width 10
line 30 30
width 1
line 60 60
width 0.1
line 90 90
grid
",
builtins.md,"color ""darkmagenta""
rect 20 20
clear
color ""blue""
circle 5
grid
",
builtins.md,"grid
",
builtins.md,"color ""hsl(0deg 100% 0% / 50%)""
for i := range 0 101 10
    width 0.1
    if i == 50
        width 0.2
    end
    move i 0
    line i 100
    move 0 i
    line 100 i
end
",
builtins.md,"gridn 2 ""red""
",
builtins.md,"c := ""red""
n := 2

color c
linecnt := 0
for i := range 0 101 n
    width 0.1
    if linecnt % 5 == 0
        width 0.2
    end
    linecnt = linecnt + 1
    move i 0
    line i 100
    move 0 i
    line 100 i
end
",
builtins.md,"width 1
color ""red""

fill ""none""
poly [10 80] [30 60] [50 80] [70 60] [90 80]

fill ""gold""
poly [10 20] [50 50] [20 10] [10 20]
",
builtins.md,"// red circle
color ""red""
ellipse 50 50 40

// yellow, flat ellipse
color ""gold""
ellipse 50 50 40 10

// blue, flat ellipse tilted by 45°
color ""blue""
ellipse 50 50 40 10 45

// white, flat, half ellipse tilted by 135°
color ""white""
ellipse 50 50 40 10 135 0 180
",
builtins.md,"width 1
color ""red""
rect 30 30

stroke ""blue""
rect 30 30
",
builtins.md,"width 1
color ""red""
rect 30 30

fill ""blue""
rect 30 30
",
builtins.md,"width 2

dash 5 // same as: dash 5 5, dash 5 5 5
hline 85 ""red""

dash 10 4 1 4
hline 75 ""blue""

dash 10 5 10 // same as: dash 10 5 10 10 5 10
hline 65 ""gold""

dash // reset dash
hline 50 ""black""

gridn 5 ""gray""

func hline y:num c:string
    color c
    move 0 y
    line 100 y
end
",
builtins.md,"width 5
grid

linecap ""round""
hline 70

linecap ""butt""
hline 50

linecap ""square""
hline 30

func hline y:num
    move 10 y
    line 90 y
end
",
builtins.md,"move 20 70
text ""“Time is an illusion.""
move 20 63
text ""Lunchtime doubly so.”""
move 35 48
text ""― Douglas Adams""
",
builtins.md,"font {family:""Bradley Hand, cursive"" size:4}

move 10 65
text ""“The wonderful thing about programming""
move 10 60
text ""is that anyone can learn it and do it. You""
move 10 55
text ""don't have to be a genius or have a specific""
move 10 50
text ""background. You just need curiosity and""
move 10 45
text ""the willingness to try.”""

// all font properties
font {
    size:9
    style:""normal"" // ""normal""
    family:""Tahomana, sans-serif"" // see https://developer.mozilla.org/en-US/docs/Web/CSS/font-family
    weight:900
    letterspacing:-0.5 // extra inter-character space. negative allowed. default:0
    align:""right"" // ""left"", ""right""
    baseline:""middle"" // ""top"", ""bottom"", ""alphabetic"" (default)
}

move 90 32
color ""red""
text ""Grace Hopper""
color ""black""
font {size:4 letterspacing:0 weight:100 style:""normal""}
move 90 25
text ""computer scientist, compiler builder""
",
builtins.md,"font {size:6 family:""Fira Code, monospace""}

move 25 78
line 25 86
move 25 80
font {align:""left""}
text ""left""

move 25 63
line 25 71
move 25 65
font {align:""right""}
text ""right""

move 25 48
line 25 56
move 25 50
font {align:""center""}
text ""center""

move 55 80
line 90 80
move 55 80
font {baseline:""bottom"" align:""left""}
text ""bottom""

move 55 65
line 90 65
move 55 65
font {baseline:""top""}
text ""top""

move 55 50
line 90 50
move 55 50
font {baseline:""middle""}
text ""middle""

move 55 35
line 90 35
move 55 35
font {baseline:""alphabetic""}
text ""alphabetic""
",
builtins.md,"font {
    family:""Fira Code, monospace""
    size:9
    weight:700
    style:""italic""
    letterspacing:0.5
    baseline:""top""
    align:""center""
}
",
builtins.md,"on key k:string
    print k
end
",
builtins.md,"on key k:string
    print k
end
",
builtins.md,"on down x:num y:num
    printf ""x: %2.0f y: %2.0f\n"" x y
end
",
builtins.md,"on up x:num y:num
    move x y
    color ""red""
    circle 1
end
",
builtins.md,"down := false
width 1

on down x:num y:num
    down = true
    move x y
end

on move x:num y:num
    if down
        line x y
    end
end

on up
    down = false
end
",
builtins.md,"semiblack := ""hsl(0deg 0% 0% / 10%)""
width 1
fill semiblack
stroke ""red""

on animate ms:num
    clear semiblack
    y := 100 - (ms / 20) % 100
    move 50 y
    circle 10
end
",
builtins.md,"on input id:string val:string
    print ""id:"" id ""val:"" val
end
",
text.evy,"move 10 85
text ""“Time is an illusion.""
move 10 78
text ""Lunchtime doubly so.”""

// all font properties
font {
    size:4
    style:""italic"" // ""normal""
    family:""Tahomana, sans-serif"" // see https://developer.mozilla.org/en-US/docs/Web/CSS/font-family
    weight:700
    letterspacing:-0.1 // extra inter-character space
    align:""center"" // ""right"", ""left"" (default)
    baseline:""middle"" // ""top"", ""bottom"", ""alphabetic"" (default)
}
move 60 72
color ""dodgerblue""
text ""― Douglas Adams""

color ""black""
font {size:6 style:""normal"" letterspacing:0 align:""left"" family:""Fira Code, monospace""}
fill ""none""

move 10 50
line 45 50
move 10 50
font {baseline:""bottom""}
text ""bottom""

move 10 35
line 45 35
move 10 35
font {baseline:""top""}
text ""top""

move 10 20
line 45 20
move 10 20
font {baseline:""middle""}
text ""middle""

move 10 5
line 45 5
move 10 5
font {baseline:""alphabetic""}
text ""alphabetic""

move 70 48
line 70 56
move 70 50
font {align:""left""}
text ""left""

move 70 33
line 70 41
move 70 35
font {align:""right""}
text ""right""

move 70 18
line 70 26
move 70 20
font {align:""center""}
text ""center""
",
